#edgeID	previous_nodeID	following_nodeID	species	/mss6/cherry/GNNASM/feature_extract/distance/cpp_edit/dnaShape/MGW	kmer	label
0	198	197	bonobo	0.00793447	0.984251	1
1	198	197	chimp	0.00935994	1.0	1
2	198	197	gibbon	0.0115559	0.984251	1
3	198	197	human	0.0101963	0.992157	1
4	198	197	orangutan	0.007475	0.992157	1
5	198	186	gorilla	0.0145027	0.951972	1
6	197	198	bonobo	0.00793447	0.984251	1
7	197	198	chimp	0.00935994	1.0	1
8	197	198	gibbon	0.0115559	0.984251	1
9	197	198	human	0.0101963	0.992157	1
10	197	198	orangutan	0.007475	0.992157	1
11	202	201	bonobo	0.00596391	0.992157	1
12	202	201	chimp	0.00577061	1.0	1
13	202	201	gorilla	0.00660702	0.992157	1
14	202	201	human	0.00478327	0.984251	1
15	202	201	orangutan	0.0049988	0.976281	1
16	202	191	gibbon	0.110133	0.992157	1
17	201	202	bonobo	0.00596391	0.992157	1
18	201	202	chimp	0.00577061	1.0	1
19	201	202	gorilla	0.00660702	0.992157	1
20	201	202	human	0.00478327	0.984251	1
21	201	202	orangutan	0.0049988	0.976281	1
22	201	192	gibbon	0.01802	1.0	1
23	199	200	bonobo	0.0150816	1.0	1
24	199	200	orangutan	0.0129361	0.992157	1
25	200	199	bonobo	0.0150816	1.0	1
26	200	199	orangutan	0.0129361	0.992157	1
27	200	479	gibbon	0.0334532	0.992157	1
28	205	207	bonobo	0.0898702	0.992157	1
29	205	207	chimp	0.018918	1.0	1
30	205	206	human	0.031881	0.976281	1
31	207	205	bonobo	0.0898702	0.992157	1
32	207	205	chimp	0.018918	1.0	1
33	207	208	gibbon	0.0227839	0.968246	1
34	207	208	human	0.0143354	0.992157	1
35	207	204	orangutan	0.0330765	0.984251	1
36	204	208	bonobo	0.0192186	0.984251	1
37	204	208	chimp	0.0182995	0.98889	1
38	204	210	gibbon	0.0489356	1.0	1
39	204	207	orangutan	0.0330765	0.984251	1
40	208	204	bonobo	0.0192186	0.984251	1
41	208	204	chimp	0.0182995	0.98889	1
42	208	207	gibbon	0.0227839	0.968246	1
43	208	207	human	0.0143354	0.992157	1
44	208	206	orangutan	0.0234639	1.0	1
45	209	210	bonobo	0.0136083	1.0	1
46	209	210	human	0.0151091	0.992157	1
47	209	447	gibbon	0.0176571	1.0	1
48	210	209	bonobo	0.0136083	1.0	1
49	210	209	human	0.0151091	0.992157	1
50	210	204	gibbon	0.0489356	1.0	1
51	211	213	bonobo	0.249569	0.992157	1
52	211	213	chimp	0.0341389	0.992157	1
53	211	213	gibbon	0.110062	1.0	1
54	211	213	orangutan	0.0189846	0.968246	1
55	211	214	gorilla	0.0127677	0.976281	1
56	211	212	human	0.00441579	1.0	1
57	213	211	bonobo	0.249569	0.992157	1
58	213	211	chimp	0.0341389	0.992157	1
59	213	211	gibbon	0.110062	1.0	1
60	213	211	orangutan	0.0189846	0.968246	1
61	213	216	gorilla	0.0260432	0.98889	1
62	212	214	bonobo	0.0647325	0.992157	1
63	212	214	chimp	0.0646345	0.972961	1
64	212	215	gibbon	0.0372981	0.984251	1
65	212	215	gorilla	0.0198225	0.984251	1
66	212	215	orangutan	0.0530601	0.992157	1
67	212	211	human	0.00441579	1.0	1
68	214	212	bonobo	0.0647325	0.992157	1
69	214	212	chimp	0.0646345	0.972961	1
70	214	216	gibbon	0.0232961	0.968246	1
71	214	216	orangutan	0.024563	1.0	1
72	214	211	gorilla	0.0127677	0.976281	1
73	215	216	bonobo	0.0198736	0.984251	1
74	215	216	chimp	0.0193426	0.984251	1
75	215	212	gibbon	0.0372981	0.984251	1
76	215	212	gorilla	0.0198225	0.984251	1
77	215	212	orangutan	0.0530601	0.992157	1
78	216	215	bonobo	0.0198736	0.984251	1
79	216	215	chimp	0.0193426	0.984251	1
80	216	214	gibbon	0.0232961	0.968246	1
81	216	214	orangutan	0.024563	1.0	1
82	216	213	gorilla	0.0260432	0.98889	1
83	220	219	bonobo	0.0181596	0.960143	1
84	220	219	chimp	0.017589	0.976281	1
85	220	219	gibbon	0.0810671	1.0	1
86	220	219	gorilla	0.022964	0.992157	1
87	220	219	human	1.0	1
88	219	220	bonobo	0.0181596	0.960143	1
89	219	220	chimp	0.017589	0.976281	1
90	219	220	gibbon	0.0810671	1.0	1
91	219	220	gorilla	0.022964	0.992157	1
92	219	220	human	1.0	1
93	219	225	orangutan	0.0581833	0.992157	1
94	18	21	bonobo	0.0368304	0.992157	1
95	18	17	chimp	0.137759	0.992157	1
96	18	17	gibbon	0.0123298	1.0	1
97	18	17	gorilla	0.00708159	1.0	1
98	18	17	human	0.00709111	1.0	1
99	18	17	orangutan	0.0133685	0.984251	1
100	21	18	bonobo	0.0368304	0.992157	1
101	21	22	gibbon	0.0108235	0.968246	1
102	21	22	human	0.0151339	0.976281	1
103	21	22	orangutan	0.0133616	0.960143	1
104	21	26	gorilla	0.0283639	0.984251	1
105	221	229	bonobo	0.0256237	0.976281	1
106	221	222	chimp	0.0306562	0.984251	1
107	221	222	human	0.0296348	1.0	1
108	229	221	bonobo	0.0256237	0.976281	1
109	229	230	chimp	0.0228712	0.984251	1
110	229	230	gibbon	0.0255997	1.0	1
111	229	230	gorilla	0.0238851	0.984251	1
112	229	230	human	0.0240011	0.992157	1
113	229	230	orangutan	0.022627	0.984251	1
114	224	227	bonobo	0.0082067	0.976281	1
115	224	227	gibbon	0.008623	0.984251	1
116	224	227	orangutan	0.0213372	0.976281	1
117	224	226	chimp	0.21159	1.0	1
118	224	223	gorilla	0.373014	0.992157	1
119	224	223	human	0.0144302	0.992157	1
120	227	224	bonobo	0.0082067	0.976281	1
121	227	224	gibbon	0.008623	0.984251	1
122	227	224	orangutan	0.0213372	0.976281	1
123	227	228	human	0.0057514	0.992157	1
124	226	228	bonobo	0.0176616	1.0	1
125	226	228	gibbon	0.0328538	1.0	1
126	226	224	chimp	0.21159	1.0	1
127	226	225	gorilla	0.0133045	0.980958	1
128	228	226	bonobo	0.0176616	1.0	1
129	228	226	gibbon	0.0328538	1.0	1
130	228	227	human	0.0057514	0.992157	1
131	231	233	bonobo	0.0215272	1.0	1
132	231	233	chimp	0.0224074	0.984251	1
133	231	233	gibbon	0.248474	0.984251	1
134	231	233	orangutan	0.021321	0.992157	1
135	231	232	gorilla	0.0094163	1.0	1
136	231	232	human	0.00819602	0.968246	1
137	233	231	bonobo	0.0215272	1.0	1
138	233	231	chimp	0.0224074	0.984251	1
139	233	231	gibbon	0.248474	0.984251	1
140	233	231	orangutan	0.021321	0.992157	1
141	233	234	gorilla	0.0211393	1.0	1
142	233	234	human	0.0421486	0.984251	1
143	232	234	bonobo	0.120526	1.0	1
144	232	234	chimp	0.0752436	1.0	1
145	232	234	gibbon	0.0410669	1.0	1
146	232	234	orangutan	0.0534331	0.984251	1
147	232	231	gorilla	0.0094163	1.0	1
148	232	231	human	0.00819602	0.968246	1
149	234	232	bonobo	0.120526	1.0	1
150	234	232	chimp	0.0752436	1.0	1
151	234	232	gibbon	0.0410669	1.0	1
152	234	232	orangutan	0.0534331	0.984251	1
153	234	233	gorilla	0.0211393	1.0	1
154	234	233	human	0.0421486	0.984251	1
155	235	236	bonobo	0.0203063	0.984251	1
156	235	236	chimp	0.0226995	0.992157	1
157	235	236	gorilla	0.0209688	0.968246	1
158	235	236	orangutan	0.0190593	1.0	1
159	235	468	gibbon	0.115866	0.992157	1
160	236	235	bonobo	0.0203063	0.984251	1
161	236	235	chimp	0.0226995	0.992157	1
162	236	235	gorilla	0.0209688	0.968246	1
163	236	235	orangutan	0.0190593	1.0	1
164	236	467	gibbon	0.0297258	0.992157	1
165	240	266	bonobo	0.0368071	0.976281	1
166	240	266	chimp	0.0369406	0.992157	1
167	240	239	gorilla	0.0273095	0.992157	1
168	240	239	human	0.0270204	0.992157	1
169	240	239	orangutan	0.0275709	1.0	1
170	266	240	bonobo	0.0368071	0.976281	1
171	266	240	chimp	0.0369406	0.992157	1
172	266	265	gorilla	0.00926588	0.976281	1
173	266	265	human	0.0429234	0.984251	1
174	266	256	orangutan	0.0304103	1.0	1
175	239	265	bonobo	0.0601508	0.984251	1
176	239	258	chimp	0.0139584	0.984251	1
177	239	240	gorilla	0.0273095	0.992157	1
178	239	240	human	0.0270204	0.992157	1
179	239	240	orangutan	0.0275709	1.0	1
180	265	239	bonobo	0.0601508	0.984251	1
181	265	259	chimp	0.0472615	0.992157	1
182	265	270	gibbon	0.0417119	0.976281	1
183	265	270	orangutan	0.0125095	0.984251	1
184	265	266	gorilla	0.00926588	0.976281	1
185	265	266	human	0.0429234	0.984251	1
186	242	241	bonobo	0.0492001	0.984251	1
187	242	241	chimp	0.048892	0.992157	1
188	242	241	gorilla	0.0124986	0.968246	1
189	242	241	human	0.0124824	0.976281	1
190	242	245	gibbon	0.0990781	0.992157	1
191	241	242	bonobo	0.0492001	0.984251	1
192	241	242	chimp	0.048892	0.992157	1
193	241	242	gorilla	0.0124986	0.968246	1
194	241	242	human	0.0124824	0.976281	1
195	241	243	gibbon	0.0622633	0.992157	1
196	243	245	bonobo	0.0291512	1.0	1
197	243	246	chimp	0.156071	0.984251	1
198	243	241	gibbon	0.0622633	0.992157	1
199	243	457	gorilla	0.0279317	1.0	1
200	243	244	human	0.00441473	0.984251	1
201	243	244	orangutan	0.00527092	0.992157	1
202	245	243	bonobo	0.0291512	1.0	1
203	245	248	chimp	0.0326416	0.984251	1
204	245	242	gibbon	0.0990781	0.992157	1
205	245	246	gorilla	0.0358335	0.992157	1
206	245	246	human	1.0	1
207	246	244	bonobo	0.0683899	0.984251	1
208	246	243	chimp	0.156071	0.984251	1
209	246	321	gibbon	0.12425	0.992157	1
210	246	245	gorilla	0.0358335	0.992157	1
211	246	245	human	1.0	1
212	244	246	bonobo	0.0683899	0.984251	1
213	244	247	chimp	0.060308	0.992157	1
214	244	273	gibbon	0.0385538	1.0	1
215	244	458	gorilla	0.0157744	0.984251	1
216	244	243	human	0.00441473	0.984251	1
217	244	243	orangutan	0.00527092	0.992157	1
218	251	252	bonobo	0.00353001	0.976281	1
219	251	252	chimp	0.00344239	1.0	1
220	251	252	human	0.0386816	1.0	1
221	251	252	orangutan	0.00224219	1.0	1
222	251	254	gibbon	0.0331003	1.0	1
223	251	254	gorilla	0.0234835	0.984251	1
224	252	251	bonobo	0.00353001	0.976281	1
225	252	251	chimp	0.00344239	1.0	1
226	252	251	human	0.0386816	1.0	1
227	252	251	orangutan	0.00224219	1.0	1
228	252	249	gibbon	0.0406935	0.976281	1
229	252	255	gorilla	0.00933875	0.98889	1
230	253	254	bonobo	0.0429143	0.992157	1
231	253	254	human	0.00835044	0.984251	1
232	253	256	gibbon	0.0764393	1.0	1
233	253	256	gorilla	0.035682	0.992157	1
234	253	249	orangutan	0.0695927	0.992157	1
235	254	253	bonobo	0.0429143	0.992157	1
236	254	253	human	0.00835044	0.984251	1
237	254	251	gibbon	0.0331003	1.0	1
238	254	251	gorilla	0.0234835	0.984251	1
239	254	250	orangutan	0.0295811	0.992157	1
240	255	256	bonobo	0.0122258	1.0	1
241	255	256	human	0.0172481	1.0	1
242	255	268	gibbon	0.01291	1.0	1
243	255	268	orangutan	0.0353932	0.992157	1
244	255	252	gorilla	0.00933875	0.98889	1
245	256	255	bonobo	0.0122258	1.0	1
246	256	255	human	0.0172481	1.0	1
247	256	253	gibbon	0.0764393	1.0	1
248	256	253	gorilla	0.035682	0.992157	1
249	256	266	orangutan	0.0304103	1.0	1
250	257	258	bonobo	0.00992706	0.968246	1
251	257	258	gibbon	0.268738	0.976281	1
252	257	258	gorilla	0.0406015	0.984251	1
253	257	258	human	0.0151075	0.992157	1
254	257	258	orangutan	0.0252025	1.0	1
255	257	263	chimp	0.0433802	0.984251	1
256	258	257	bonobo	0.00992706	0.968246	1
257	258	257	gibbon	0.268738	0.976281	1
258	258	257	gorilla	0.0406015	0.984251	1
259	258	257	human	0.0151075	0.992157	1
260	258	257	orangutan	0.0252025	1.0	1
261	258	239	chimp	0.0139584	0.984251	1
262	23	24	bonobo	0.0986458	1.0	1
263	23	24	gibbon	0.0198808	1.0	1
264	23	24	gorilla	0.0414652	0.992157	1
265	23	24	human	0.00761338	0.992157	1
266	23	24	orangutan	0.0111558	1.0	1
267	23	27	chimp	0.448255	1.0	1
268	24	23	bonobo	0.0986458	1.0	1
269	24	23	gibbon	0.0198808	1.0	1
270	24	23	gorilla	0.0414652	0.992157	1
271	24	23	human	0.00761338	0.992157	1
272	24	23	orangutan	0.0111558	1.0	1
273	259	261	bonobo	0.0551305	0.992157	1
274	259	261	gorilla	0.051108	1.0	1
275	259	261	orangutan	0.0321735	0.984251	1
276	259	265	chimp	0.0472615	0.992157	1
277	259	263	gibbon	0.0176517	0.976281	1
278	259	260	human	0.0259837	0.992157	1
279	261	259	bonobo	0.0551305	0.992157	1
280	261	259	gorilla	0.051108	1.0	1
281	261	259	orangutan	0.0321735	0.984251	1
282	261	264	chimp	0.0383639	0.984251	1
283	261	264	gibbon	0.0597249	0.992157	1
284	261	262	human	0.0136769	0.992157	1
285	260	262	bonobo	0.0295068	1.0	1
286	260	262	chimp	0.018409	0.968246	1
287	260	262	gibbon	0.0188574	0.980958	1
288	260	262	gorilla	0.0233412	0.976281	1
289	260	262	orangutan	0.0178658	0.984251	1
290	260	259	human	0.0259837	0.992157	1
291	262	260	bonobo	0.0295068	1.0	1
292	262	260	chimp	0.018409	0.968246	1
293	262	260	gibbon	0.0188574	0.980958	1
294	262	260	gorilla	0.0233412	0.976281	1
295	262	260	orangutan	0.0178658	0.984251	1
296	262	261	human	0.0136769	0.992157	1
297	263	264	bonobo	0.0205754	0.984251	1
298	263	264	gorilla	0.0021521	0.968246	1
299	263	257	chimp	0.0433802	0.984251	1
300	263	259	gibbon	0.0176517	0.976281	1
301	264	263	bonobo	0.0205754	0.984251	1
302	264	263	gorilla	0.0021521	0.968246	1
303	264	261	chimp	0.0383639	0.984251	1
304	264	261	gibbon	0.0597249	0.992157	1
305	267	268	bonobo	0.0130462	0.976281	1
306	267	268	chimp	0.0115521	1.0	1
307	267	269	gibbon	0.0314457	0.984251	1
308	267	269	orangutan	0.0353569	0.976281	1
309	268	267	bonobo	0.0130462	0.976281	1
310	268	267	chimp	0.0115521	1.0	1
311	268	255	gibbon	0.01291	1.0	1
312	268	255	orangutan	0.0353932	0.992157	1
313	269	270	bonobo	0.0178373	0.976281	1
314	269	270	chimp	0.0166798	0.984251	1
315	269	270	gorilla	0.0609523	0.960143	1
316	269	270	human	0.0143437	0.992157	1
317	269	267	gibbon	0.0314457	0.984251	1
318	269	267	orangutan	0.0353569	0.976281	1
319	270	269	bonobo	0.0178373	0.976281	1
320	270	269	chimp	0.0166798	0.984251	1
321	270	269	gorilla	0.0609523	0.960143	1
322	270	269	human	0.0143437	0.992157	1
323	270	265	gibbon	0.0417119	0.976281	1
324	270	265	orangutan	0.0125095	0.984251	1
325	271	272	bonobo	0.0228297	1.0	1
326	271	272	chimp	0.0278928	1.0	1
327	271	272	gorilla	0.0224344	0.992157	1
328	271	272	human	0.0280135	0.992157	1
329	271	317	gibbon	0.015097	1.0	1
330	272	271	bonobo	0.0228297	1.0	1
331	272	271	chimp	0.0278928	1.0	1
332	272	271	gorilla	0.0224344	0.992157	1
333	272	271	human	0.0280135	0.992157	1
334	272	318	gibbon	0.0265188	0.992157	1
335	275	276	bonobo	0.021951	0.984251	1
336	275	276	chimp	0.0204956	1.0	1
337	275	276	gorilla	0.113557	0.984251	1
338	275	276	human	0.0203571	0.992157	1
339	275	276	orangutan	0.0230901	0.984251	1
340	275	279	gibbon	0.0868891	0.992157	1
341	276	275	bonobo	0.021951	0.984251	1
342	276	275	chimp	0.0204956	1.0	1
343	276	275	gorilla	0.113557	0.984251	1
344	276	275	human	0.0203571	0.992157	1
345	276	275	orangutan	0.0230901	0.984251	1
346	276	280	gibbon	0.0434907	0.992157	1
347	277	278	bonobo	0.01223	0.984251	1
348	277	278	chimp	0.0136077	0.992157	1
349	277	278	human	0.0145324	0.992157	1
350	277	278	orangutan	0.00762085	0.984251	1
351	277	332	gibbon	0.101217	0.992157	1
352	278	277	bonobo	0.01223	0.984251	1
353	278	277	chimp	0.0136077	0.992157	1
354	278	277	human	0.0145324	0.992157	1
355	278	277	orangutan	0.00762085	0.984251	1
356	278	331	gibbon	0.108329	1.0	1
357	25	26	bonobo	0.192241	0.992157	1
358	25	26	chimp	0.0842534	0.976281	1
359	25	26	gibbon	0.0333355	0.984251	1
360	25	26	human	0.00418991	0.976281	1
361	25	26	orangutan	0.0307557	0.968246	1
362	25	27	gorilla	0.0265746	0.984251	1
363	26	25	bonobo	0.192241	0.992157	1
364	26	25	chimp	0.0842534	0.976281	1
365	26	25	gibbon	0.0333355	0.984251	1
366	26	25	human	0.00418991	0.976281	1
367	26	25	orangutan	0.0307557	0.968246	1
368	26	21	gorilla	0.0283639	0.984251	1
369	284	283	bonobo	0.0266597	0.984251	1
370	284	283	chimp	0.0272845	1.0	1
371	284	283	gibbon	0.00880832	0.992157	1
372	284	283	gorilla	0.0281283	0.984251	1
373	284	283	human	0.00899725	0.992157	1
374	284	286	orangutan	0.160686	1.0	1
375	283	284	bonobo	0.0266597	0.984251	1
376	283	284	chimp	0.0272845	1.0	1
377	283	284	gibbon	0.00880832	0.992157	1
378	283	284	gorilla	0.0281283	0.984251	1
379	283	284	human	0.00899725	0.992157	1
380	283	285	orangutan	0.0670042	0.968246	1
381	282	288	bonobo	0.0388687	0.992157	1
382	282	288	chimp	0.0385494	1.0	1
383	282	288	gibbon	0.0654051	0.984251	1
384	282	288	gorilla	0.0411316	1.0	1
385	282	288	orangutan	0.0363716	0.984251	1
386	288	282	bonobo	0.0388687	0.992157	1
387	288	282	chimp	0.0385494	1.0	1
388	288	282	gibbon	0.0654051	0.984251	1
389	288	282	gorilla	0.0411316	1.0	1
390	288	282	orangutan	0.0363716	0.984251	1
391	285	286	bonobo	0.014489	1.0	1
392	285	286	chimp	0.0146934	0.992157	1
393	285	286	gibbon	0.105182	0.976281	1
394	285	286	human	0.028707	0.992157	1
395	285	283	orangutan	0.0670042	0.968246	1
396	286	285	bonobo	0.014489	1.0	1
397	286	285	chimp	0.0146934	0.992157	1
398	286	285	gibbon	0.105182	0.976281	1
399	286	285	human	0.028707	0.992157	1
400	286	284	orangutan	0.160686	1.0	1
401	291	292	bonobo	0.0883013	0.992157	1
402	291	292	gorilla	0.014	1.0	1
403	291	292	orangutan	0.0170075	0.992157	1
404	291	311	gibbon	0.040549	0.984251	1
405	292	291	bonobo	0.0883013	0.992157	1
406	292	291	gorilla	0.014	1.0	1
407	292	291	orangutan	0.0170075	0.992157	1
408	292	312	gibbon	0.133119	0.984251	1
409	293	294	bonobo	0.011116	1.0	1
410	293	294	gibbon	0.0816479	0.964898	1
411	293	294	gorilla	0.00629805	0.992157	1
412	293	294	human	0.0100051	0.992157	1
413	293	294	orangutan	0.0147129	1.0	1
414	293	296	chimp	0.0057081	0.984251	1
415	294	293	bonobo	0.011116	1.0	1
416	294	293	gibbon	0.0816479	0.964898	1
417	294	293	gorilla	0.00629805	0.992157	1
418	294	293	human	0.0100051	0.992157	1
419	294	293	orangutan	0.0147129	1.0	1
420	294	297	chimp	0.0148808	0.984251	1
421	295	296	bonobo	0.0164094	0.992157	1
422	295	296	gibbon	0.0867291	0.992157	1
423	295	296	gorilla	0.0101867	0.992157	1
424	295	296	human	0.00644093	1.0	1
425	295	296	orangutan	0.0197899	1.0	1
426	295	298	chimp	0.034175	1.0	1
427	296	295	bonobo	0.0164094	0.992157	1
428	296	295	gibbon	0.0867291	0.992157	1
429	296	295	gorilla	0.0101867	0.992157	1
430	296	295	human	0.00644093	1.0	1
431	296	295	orangutan	0.0197899	1.0	1
432	296	293	chimp	0.0057081	0.984251	1
433	27	28	bonobo	0.05119	1.0	1
434	27	28	gibbon	0.0551012	0.984251	1
435	27	28	human	0.0111701	0.984251	1
436	27	28	orangutan	0.0333423	0.984251	1
437	27	23	chimp	0.448255	1.0	1
438	27	25	gorilla	0.0265746	0.984251	1
439	28	27	bonobo	0.05119	1.0	1
440	28	27	gibbon	0.0551012	0.984251	1
441	28	27	human	0.0111701	0.984251	1
442	28	27	orangutan	0.0333423	0.984251	1
443	28	22	gorilla	0.0311903	1.0	1
444	305	306	bonobo	0.00667429	0.984251	1
445	305	306	gibbon	0.0954699	0.980958	1
446	305	306	orangutan	0.00656514	0.976281	1
447	305	301	chimp	0.0470538	0.992157	1
448	305	308	gorilla	0.0291771	0.984251	1
449	306	305	bonobo	0.00667429	0.984251	1
450	306	305	gibbon	0.0954699	0.980958	1
451	306	305	orangutan	0.00656514	0.976281	1
452	306	302	chimp	0.0125285	0.992157	1
453	306	299	gorilla	0.0600879	0.98889	1
454	309	310	bonobo	0.0177846	1.0	1
455	309	310	gorilla	0.16462	0.984251	1
456	309	310	human	0.0154886	1.0	1
457	309	310	orangutan	0.110575	0.984251	1
458	309	497	gibbon	0.0883616	1.0	1
459	310	309	bonobo	0.0177846	1.0	1
460	310	309	gorilla	0.16462	0.984251	1
461	310	309	human	0.0154886	1.0	1
462	310	309	orangutan	0.110575	0.984251	1
463	310	498	gibbon	0.0571169	0.968246	1
464	311	312	bonobo	0.0386729	1.0	1
465	311	312	chimp	0.0405795	0.980958	1
466	311	312	gorilla	0.0678981	0.984251	1
467	311	291	gibbon	0.040549	0.984251	1
468	312	311	bonobo	0.0386729	1.0	1
469	312	311	chimp	0.0405795	0.980958	1
470	312	311	gorilla	0.0678981	0.984251	1
471	312	292	gibbon	0.133119	0.984251	1
472	313	314	bonobo	0.00730028	0.976281	1
473	313	314	chimp	0.00629379	1.0	1
474	313	314	gorilla	0.109582	0.984251	1
475	313	314	human	0.00730151	0.992157	1
476	313	156	gibbon	0.0438913	1.0	1
477	314	313	bonobo	0.00730028	0.976281	1
478	314	313	chimp	0.00629379	1.0	1
479	314	313	gorilla	0.109582	0.984251	1
480	314	313	human	0.00730151	0.992157	1
481	314	155	gibbon	0.145049	1.0	1
482	317	318	bonobo	0.0229794	0.984251	1
483	317	318	chimp	0.0232556	0.960143	1
484	317	318	gorilla	0.0222348	0.984251	1
485	317	318	human	0.0189232	0.992157	1
486	317	318	orangutan	0.0211574	1.0	1
487	317	271	gibbon	0.015097	1.0	1
488	318	317	bonobo	0.0229794	0.984251	1
489	318	317	chimp	0.0232556	0.960143	1
490	318	317	gorilla	0.0222348	0.984251	1
491	318	317	human	0.0189232	0.992157	1
492	318	317	orangutan	0.0211574	1.0	1
493	318	272	gibbon	0.0265188	0.992157	1
494	319	320	bonobo	0.031377	0.984251	1
495	319	320	chimp	0.0328044	1.0	1
496	319	320	gorilla	0.0249751	0.984251	1
497	319	320	human	0.0287859	0.992157	1
498	319	320	orangutan	0.0166366	0.956767	1
499	319	248	gibbon	0.0379233	0.984251	1
500	320	319	bonobo	0.031377	0.984251	1
501	320	319	chimp	0.0328044	1.0	1
502	320	319	gorilla	0.0249751	0.984251	1
503	320	319	human	0.0287859	0.992157	1
504	320	319	orangutan	0.0166366	0.956767	1
505	320	250	gibbon	0.045427	0.992157	1
506	29	17	bonobo	0.0953585	0.992157	1
507	29	30	gibbon	0.0430552	0.964898	1
508	29	30	human	0.00527173	0.984251	1
509	29	30	orangutan	0.027246	0.984251	1
510	29	31	gorilla	0.0147724	0.972961	1
511	17	29	bonobo	0.0953585	0.992157	1
512	17	18	chimp	0.137759	0.992157	1
513	17	18	gibbon	0.0123298	1.0	1
514	17	18	gorilla	0.00708159	1.0	1
515	17	18	human	0.00709111	1.0	1
516	17	18	orangutan	0.0133685	0.984251	1
517	323	345	bonobo	0.023391	0.992157	1
518	323	345	gorilla	0.0181096	0.992157	1
519	323	345	orangutan	0.0543424	0.968246	1
520	323	324	chimp	0.0250942	0.984251	1
521	323	324	human	0.0276991	0.992157	1
522	323	341	gibbon	0.114609	0.992157	1
523	345	323	bonobo	0.023391	0.992157	1
524	345	323	gorilla	0.0181096	0.992157	1
525	345	323	orangutan	0.0543424	0.968246	1
526	345	327	chimp	0.110035	0.992157	1
527	345	343	gibbon	0.0975627	0.976281	1
528	325	326	bonobo	0.0598452	0.976281	1
529	325	326	chimp	0.0329135	0.976281	1
530	325	326	gibbon	0.0210959	0.976281	1
531	325	326	orangutan	0.0343213	1.0	1
532	325	327	gorilla	0.0519658	0.992157	1
533	326	325	bonobo	0.0598452	0.976281	1
534	326	325	chimp	0.0329135	0.976281	1
535	326	325	gibbon	0.0210959	0.976281	1
536	326	325	orangutan	0.0343213	1.0	1
537	326	340	gorilla	0.142198	0.976281	1
538	330	329	bonobo	0.0703814	0.984251	1
539	330	329	chimp	1.0	1
540	330	329	gibbon	0.992157	1
541	330	329	gorilla	0.0735547	0.984251	1
542	330	329	human	0.992157	1
543	330	327	orangutan	0.0461748	1.0	1
544	329	330	bonobo	0.0703814	0.984251	1
545	329	330	chimp	1.0	1
546	329	330	gibbon	0.992157	1
547	329	330	gorilla	0.0735547	0.984251	1
548	329	330	human	0.992157	1
549	328	327	bonobo	0.00981583	1.0	1
550	328	327	gibbon	0.0258664	0.992157	1
551	328	335	chimp	0.091851	1.0	1
552	328	316	gorilla	0.030997	0.992157	1
553	328	324	orangutan	0.0193034	0.984251	1
554	327	328	bonobo	0.00981583	1.0	1
555	327	328	gibbon	0.0258664	0.992157	1
556	327	345	chimp	0.110035	0.992157	1
557	327	325	gorilla	0.0519658	0.992157	1
558	327	330	orangutan	0.0461748	1.0	1
559	331	332	bonobo	0.0142505	0.968246	1
560	331	332	chimp	0.0217221	0.992157	1
561	331	332	gorilla	1.0	1
562	331	332	human	0.0198926	0.968246	1
563	331	278	gibbon	0.108329	1.0	1
564	332	331	bonobo	0.0142505	0.968246	1
565	332	331	chimp	0.0217221	0.992157	1
566	332	331	gorilla	1.0	1
567	332	331	human	0.0198926	0.968246	1
568	332	277	gibbon	0.101217	0.992157	1
569	333	337	bonobo	0.0529294	1.0	1
570	333	337	chimp	0.0613361	0.984251	1
571	333	334	gibbon	0.0320034	1.0	1
572	333	334	gorilla	0.00711592	0.984251	1
573	333	334	human	0.00653439	0.992157	1
574	337	333	bonobo	0.0529294	1.0	1
575	337	333	chimp	0.0613361	0.984251	1
576	337	338	gibbon	0.023846	0.984251	1
577	337	338	gorilla	0.0355354	0.984251	1
578	337	338	human	0.0116859	0.984251	1
579	337	338	orangutan	0.0116866	0.980958	1
580	334	338	bonobo	0.0247753	0.992157	1
581	334	338	chimp	0.024572	0.992157	1
582	334	333	gibbon	0.0320034	1.0	1
583	334	333	gorilla	0.00711592	0.984251	1
584	334	333	human	0.00653439	0.992157	1
585	338	334	bonobo	0.0247753	0.992157	1
586	338	334	chimp	0.024572	0.992157	1
587	338	337	gibbon	0.023846	0.984251	1
588	338	337	gorilla	0.0355354	0.984251	1
589	338	337	human	0.0116859	0.984251	1
590	338	337	orangutan	0.0116866	0.980958	1
591	30	37	bonobo	0.0291499	0.98889	1
592	30	37	chimp	0.211796	1.0	1
593	30	29	gibbon	0.0430552	0.964898	1
594	30	29	human	0.00527173	0.984251	1
595	30	29	orangutan	0.027246	0.984251	1
596	30	35	gorilla	0.0157266	0.992157	1
597	37	30	bonobo	0.0291499	0.98889	1
598	37	30	chimp	0.211796	1.0	1
599	37	33	gibbon	0.0248033	0.984251	1
600	37	33	gorilla	0.0296748	0.984251	1
601	37	33	orangutan	0.0295416	0.976281	1
602	37	38	human	0.0145615	0.972961	1
603	340	342	bonobo	0.0458973	0.984251	1
604	340	342	chimp	0.0451914	1.0	1
605	340	342	gibbon	0.0459844	0.992157	1
606	340	342	orangutan	0.0366191	0.992157	1
607	340	326	gorilla	0.142198	0.976281	1
608	342	340	bonobo	0.0458973	0.984251	1
609	342	340	chimp	0.0451914	1.0	1
