#edgeID	previous_nodeID	following_nodeID	species	/mss6/cherry/GNNASM/feature_extract/distance/cpp_edit/dnaShape/MGW	kmer	label
3040	219	436	bonobo	0.0415653	0.984251	0
3041	219	436	chimp	0.0390058	0.992157	0
3042	219	436	human	0.0506569	0.976281	0
3043	219	436	orangutan	0.0112235	0.992157	0
3044	219	474	bonobo	0.0139924	0.984251	0
3045	219	474	chimp	0.0161021	1.0	0
3046	219	474	gorilla	0.00754987	0.992157	0
3047	219	474	human	0.0128698	0.992157	0
3048	219	474	orangutan	0.0434264	1.0	0
3049	219	476	bonobo	0.0218496	0.968246	0
3050	219	476	chimp	0.0209663	0.980958	0
3051	219	476	gorilla	0.0145204	0.992157	0
3052	219	476	human	0.0122177	0.992157	0
3053	219	476	orangutan	0.0403716	0.976281	0
3054	219	492	bonobo	0.0741333	0.968246	0
3055	219	492	chimp	0.0715966	0.984251	0
3056	219	492	human	0.070571	0.976281	0
3057	219	492	orangutan	0.023323	0.976281	0
3058	219	495	bonobo	0.0147179	1.0	0
3059	219	495	chimp	0.015815	0.984251	0
3060	219	524	bonobo	0.0241445	0.992157	0
3061	219	524	chimp	0.0236875	1.0	0
3062	219	524	gorilla	0.0525918	0.976281	0
3063	219	524	human	0.0293742	0.992157	0
3064	219	524	orangutan	0.0809344	0.976281	0
3065	219	527	bonobo	0.0277613	0.992157	0
3066	219	546	bonobo	0.0164092	0.992157	0
3067	219	546	chimp	0.112817	0.992157	0
3068	219	546	human	0.018063	0.968246	0
3069	219	544	bonobo	0.00941488	1.0	0
3070	219	544	chimp	0.00799333	0.98889	0
3071	219	544	gorilla	0.0243847	0.968246	0
3072	219	544	human	0.00837279	0.992157	0
3073	219	544	orangutan	0.0552543	0.976281	0
3074	219	566	bonobo	0.0357894	1.0	0
3075	219	566	chimp	0.03635	1.0	0
3076	219	566	gorilla	0.0569785	0.992157	0
3077	219	566	human	0.0372613	1.0	0
3078	219	566	orangutan	0.0910217	0.984251	0
3079	219	568	bonobo	0.0261134	1.0	0
3080	219	568	chimp	0.0187202	0.984251	0
3081	219	568	gorilla	0.0247057	0.984251	0
3082	219	568	human	0.0151339	0.992157	0
3083	219	568	orangutan	0.0400804	0.984251	0
3084	219	578	bonobo	0.0631079	0.972961	0
3085	219	578	gorilla	0.128659	0.992157	0
3086	219	578	human	0.048543	0.984251	0
3087	219	578	orangutan	0.0209	0.976281	0
3088	219	66	bonobo	0.0326716	0.992157	0
3089	219	66	chimp	0.0301403	0.984251	0
3090	219	66	human	0.0331813	0.992157	0
3091	219	68	bonobo	0.0113113	0.984251	0
3092	219	68	chimp	0.011339	0.992157	0
3093	219	68	gorilla	0.0271639	0.984251	0
3094	219	68	human	0.0102295	0.992157	0
3095	219	68	orangutan	0.0549454	0.984251	0
3096	219	108	bonobo	0.0389283	0.992157	0
3097	219	108	chimp	0.0368726	0.992157	0
3098	219	108	gorilla	0.0156666	0.992157	0
3099	219	108	human	0.0356574	0.992157	0
3100	219	108	orangutan	0.0206742	0.992157	0
3101	219	110	bonobo	0.179972	1.0	0
3102	219	110	chimp	0.0424798	0.992157	0
3103	219	110	human	0.0476343	0.992157	0
3104	219	110	orangutan	0.0386776	0.992157	0
3105	219	134	bonobo	0.0430982	0.992157	0
3106	219	134	chimp	0.0431993	0.992157	0
3107	219	134	gorilla	0.0662873	1.0	0
3108	219	134	human	0.0433646	1.0	0
3109	219	134	orangutan	0.0997654	0.992157	0
3110	219	136	bonobo	0.0565755	0.992157	0
3111	219	136	chimp	0.0576087	0.984251	0
3112	219	136	gorilla	0.0382901	0.992157	0
3113	219	136	human	0.0558448	0.992157	0
3114	219	136	orangutan	0.0153414	1.0	0
3115	219	164	bonobo	0.0093146	0.984251	0
3116	219	164	chimp	0.00835882	0.976281	0
3117	219	164	gorilla	0.0436402	1.0	0
3118	219	164	human	0.00793004	0.984251	0
3119	219	162	bonobo	0.116013	0.984251	0
3120	219	162	chimp	0.231829	0.976281	0
3121	219	162	human	0.106765	1.0	0
3122	219	162	orangutan	0.0532086	1.0	0
3123	219	184	bonobo	0.0429358	0.992157	0
3124	219	184	chimp	0.0423172	0.992157	0
3125	219	184	gorilla	0.065155	1.0	0
3126	219	184	human	0.0431293	1.0	0
3127	219	184	orangutan	0.0946218	1.0	0
3128	219	186	bonobo	0.0374999	0.984251	0
3129	219	186	chimp	0.0371716	0.992157	0
3130	219	186	human	0.0400861	1.0	0
3131	219	186	orangutan	0.0925292	1.0	0
3132	219	337	chimp	0.0482778	0.976281	0
3133	219	373	chimp	0.0586464	0.992157	0
3134	219	413	chimp	0.0870766	1.0	0
3135	219	526	chimp	0.02174	0.992157	0
3136	219	526	gorilla	0.0104224	0.992157	0
3137	219	526	human	0.0240872	0.992157	0
3138	219	526	orangutan	0.0421844	0.984251	0
3139	219	579	chimp	0.0477718	0.992157	0
3140	219	204	gorilla	0.0573072	0.992157	0
3141	219	204	human	0.0192186	0.992157	0
3142	219	324	gorilla	0.298355	0.992157	0
3143	219	343	gorilla	0.0438454	0.984251	0
3144	219	437	gorilla	0.0273921	1.0	0
3145	219	493	gorilla	0.026152	1.0	0
3146	219	494	gorilla	0.0219796	0.960143	0
3147	219	494	human	0.00708223	0.992157	0
3148	219	494	orangutan	0.0470626	1.0	0
3149	219	557	gorilla	0.0434311	0.984251	0
3150	219	557	orangutan	0.072295	0.992157	0
3151	219	67	gorilla	0.0667984	0.992157	0
3152	219	163	gorilla	0.062096	0.984251	0
3153	219	197	gorilla	0.0847392	0.968246	0
3154	219	282	human	0.0297162	1.0	0
3155	219	205	orangutan	0.067773	0.992157	0
3156	219	317	orangutan	0.0715323	1.0	0
3157	219	329	orangutan	0.0286932	1.0	0
3158	219	351	orangutan	0.0272536	0.976281	0
3159	219	362	orangutan	0.0619784	1.0	0
3160	219	393	orangutan	0.0623361	1.0	0
3161	237	202	bonobo	0.0616681	0.992157	0
3162	237	202	chimp	0.0615611	1.0	0
3163	237	202	gorilla	0.047133	0.992157	0
3164	237	202	human	0.0425861	0.984251	0
3165	237	202	orangutan	0.0568767	0.992157	0
3166	237	206	bonobo	0.0358469	0.992157	0
3167	237	206	chimp	0.0369263	0.992157	0
3168	237	216	bonobo	0.0538593	0.984251	0
3169	237	216	chimp	0.0549541	0.992157	0
3170	237	216	gibbon	0.0530126	0.984251	0
3171	237	216	gorilla	0.0454243	1.0	0
3172	237	216	human	0.0344036	0.992157	0
3173	237	216	orangutan	0.0614569	0.984251	0
3174	237	218	bonobo	0.0290341	0.976281	0
3175	237	218	chimp	0.0103738	1.0	0
3176	237	218	gorilla	0.0130997	1.0	0
3177	237	218	human	0.0294655	0.992157	0
3178	237	218	orangutan	0.00909353	0.992157	0
3179	237	238	bonobo	0.0156869	0.992157	0
3180	237	238	chimp	0.0109462	0.992157	0
3181	237	238	gorilla	0.00480518	0.984251	0
3182	237	238	human	0.0335056	0.984251	0
3183	237	238	orangutan	0.0168528	0.992157	0
3184	237	280	bonobo	0.0255485	0.984251	0
3185	237	280	chimp	0.0232012	0.992157	0
3186	237	280	gibbon	0.0572233	0.984251	0
3187	237	280	human	0.012853	1.0	0
3188	237	280	orangutan	0.0227853	0.984251	0
3189	237	287	bonobo	0.0550428	1.0	0
3190	237	287	chimp	0.0544043	1.0	0
3191	237	287	gorilla	0.0421556	0.984251	0
3192	237	287	orangutan	0.0520122	1.0	0
3193	237	288	bonobo	0.10286	0.992157	0
3194	237	288	chimp	0.101887	0.984251	0
3195	237	288	gorilla	0.0906655	0.992157	0
3196	237	288	human	0.0865897	0.992157	0
3197	237	288	orangutan	0.0948984	1.0	0
3198	237	290	bonobo	0.026434	0.992157	0
3199	237	290	chimp	0.0325234	1.0	0
3200	237	290	gorilla	0.0232502	0.992157	0
3201	237	290	human	0.0497883	0.992157	0
3202	237	290	orangutan	0.0314859	0.992157	0
3203	237	314	bonobo	0.0604768	0.992157	0
3204	237	314	chimp	0.0588657	0.992157	0
3205	237	314	gorilla	0.0475275	0.992157	0
3206	237	314	human	0.0428327	0.992157	0
3207	237	314	orangutan	0.0603461	0.980958	0
3208	237	316	bonobo	0.0636366	0.992157	0
3209	237	316	chimp	0.0617153	1.0	0
3210	237	316	gibbon	0.0662369	0.992157	0
3211	237	316	human	0.0447509	0.992157	0
3212	237	325	bonobo	0.0637096	1.0	0
3213	237	346	bonobo	0.0723932	0.992157	0
3214	237	346	chimp	0.0700349	0.992157	0
3215	237	346	gorilla	0.0678997	0.976281	0
3216	237	360	bonobo	0.276546	1.0	0
3217	237	360	gorilla	0.0722413	0.984251	0
3218	237	360	human	0.0454323	0.992157	0
3219	237	358	bonobo	0.086482	1.0	0
3220	237	358	chimp	0.0871481	0.968246	0
3221	237	358	gibbon	0.0747773	0.976281	0
3222	237	358	gorilla	0.0745339	1.0	0
3223	237	358	human	0.0724444	0.992157	0
3224	237	358	orangutan	0.0816593	0.984251	0
3225	237	366	bonobo	0.0785611	0.976281	0
3226	237	366	chimp	0.0793973	0.984251	0
3227	237	366	gorilla	0.0652256	0.992157	0
3228	237	366	human	0.191245	1.0	0
3229	237	366	orangutan	0.0713663	1.0	0
3230	237	368	bonobo	0.0725701	0.992157	0
3231	237	368	chimp	0.0716191	1.0	0
3232	237	368	gibbon	0.0693527	0.992157	0
3233	237	368	gorilla	0.057133	0.992157	0
3234	237	368	human	0.0525187	0.992157	0
3235	237	368	orangutan	0.0627795	1.0	0
3236	237	370	bonobo	0.0427873	1.0	0
3237	237	370	gorilla	0.0603209	0.984251	0
3238	237	370	human	0.0344557	0.992157	0
3239	237	370	orangutan	0.0382068	0.992157	0
3240	237	380	bonobo	0.0474197	0.992157	0
3241	237	380	chimp	0.0459233	0.984251	0
3242	237	380	gorilla	0.0340903	1.0	0
3243	237	380	human	0.0302636	0.984251	0
3244	237	380	orangutan	0.0439262	0.984251	0
3245	237	382	bonobo	0.0863748	0.968246	0
3246	237	382	chimp	0.0970912	0.992157	0
3247	237	382	gorilla	0.0732276	0.992157	0
3248	237	382	human	0.0694949	1.0	0
3249	237	0	bonobo	0.0419756	1.0	0
3250	237	0	chimp	0.0341729	0.992157	0
3251	237	0	gibbon	0.103059	0.992157	0
3252	237	0	gorilla	0.040398	0.98889	0
3253	237	0	human	0.0589786	0.984251	0
3254	237	408	bonobo	0.115438	1.0	0
3255	237	408	chimp	0.115388	0.984251	0
3256	237	408	gibbon	0.104221	0.984251	0
3257	237	408	gorilla	0.102169	0.992157	0
3258	237	408	human	0.0994422	1.0	0
3259	237	408	orangutan	0.109248	1.0	0
3260	237	410	bonobo	0.0820058	1.0	0
3261	237	410	gorilla	0.0738553	1.0	0
3262	237	410	human	0.0696111	0.984251	0
3263	237	410	orangutan	0.0812836	0.992157	0
3264	237	434	bonobo	0.0696888	0.984251	0
3265	237	434	chimp	0.0697132	1.0	0
3266	237	434	gibbon	0.0537623	1.0	0
3267	237	434	gorilla	0.0563163	0.992157	0
3268	237	434	human	0.053527	0.976281	0
3269	237	434	orangutan	0.0638981	0.992157	0
3270	237	436	bonobo	0.023731	0.976281	0
3271	237	436	chimp	0.0259859	0.992157	0
3272	237	436	gibbon	0.0351302	0.984251	0
3273	237	436	human	0.00846	0.984251	0
3274	237	436	orangutan	0.011342	1.0	0
3275	237	474	bonobo	0.0524114	0.984251	0
3276	237	474	chimp	0.0497361	0.976281	0
3277	237	474	gorilla	0.0340865	0.984251	0
3278	237	474	human	0.035278	1.0	0
3279	237	474	orangutan	0.0477802	1.0	0
3280	237	476	bonobo	0.0443328	1.0	0
3281	237	476	chimp	0.0446902	0.98889	0
3282	237	476	gorilla	0.0417553	0.984251	0
3283	237	476	human	0.0391486	0.984251	0
3284	237	476	orangutan	0.0447904	0.984251	0
3285	237	492	bonobo	0.0133845	0.984251	0
3286	237	492	chimp	0.0109255	1.0	0
3287	237	492	gibbon	0.033025	0.992157	0
3288	237	492	human	0.0248177	0.992157	0
3289	237	492	orangutan	0.0162454	0.968246	0
3290	237	495	bonobo	0.0719325	0.992157	0
3291	237	495	chimp	0.071183	0.984251	0
3292	237	524	bonobo	0.0864195	0.992157	0
3293	237	524	chimp	0.085049	0.992157	0
3294	237	524	gibbon	0.083343	0.976281	0
3295	237	524	gorilla	0.0800746	0.984251	0
3296	237	524	human	0.075054	0.992157	0
3297	237	524	orangutan	0.0853035	0.992157	0
3298	237	527	bonobo	0.0588912	0.976281	0
3299	237	527	gibbon	0.0370637	1.0	0
3300	237	546	bonobo	0.0734418	1.0	0
3301	237	546	chimp	0.0892682	0.992157	0
3302	237	546	gibbon	0.0751745	0.984251	0
3303	237	546	human	0.0590701	0.976281	0
3304	237	544	bonobo	0.0653447	0.984251	0
3305	237	544	chimp	0.0638492	1.0	0
3306	237	544	gibbon	0.0372298	0.984251	0
3307	237	544	gorilla	0.0518524	0.992157	0
3308	237	544	human	0.0483819	1.0	0
3309	237	544	orangutan	0.0594728	0.984251	0
3310	237	566	bonobo	0.0996684	0.992157	0
3311	237	566	chimp	0.099864	0.992157	0
3312	237	566	gibbon	0.0831268	0.992157	0
3313	237	566	gorilla	0.084443	1.0	0
3314	237	566	human	0.083182	0.992157	0
3315	237	566	orangutan	0.095209	0.976281	0
3316	237	568	bonobo	0.0892178	0.984251	0
3317	237	568	chimp	0.0458921	0.992157	0
3318	237	568	gibbon	0.0178543	0.992157	0
3319	237	568	gorilla	0.0503254	0.992157	0
3320	237	568	human	0.033436	1.0	0
3321	237	568	orangutan	0.0437835	0.984251	0
3322	237	578	bonobo	0.015082	0.968246	0
3323	237	578	gibbon	0.0242086	0.976281	0
3324	237	578	gorilla	0.105298	1.0	0
3325	237	578	human	0.0158317	0.980958	0
3326	237	578	orangutan	0.0261029	0.984251	0
3327	237	66	bonobo	0.0964271	0.984251	0
3328	237	66	chimp	0.0921822	0.992157	0
3329	237	66	human	0.0789923	0.980958	0
3330	237	68	bonobo	0.0659156	0.992157	0
3331	237	68	chimp	0.0629923	0.992157	0
3332	237	68	gorilla	0.0540869	1.0	0
3333	237	68	human	0.0471604	0.984251	0
3334	237	68	orangutan	0.0592204	0.992157	0
3335	237	108	bonobo	0.027821	0.984251	0
3336	237	108	chimp	0.0291011	0.976281	0
3337	237	108	gorilla	0.0171808	0.992157	0
3338	237	108	human	0.0147801	0.992157	0
3339	237	108	orangutan	0.0249952	1.0	0
3340	237	110	bonobo	0.121106	0.984251	0
3341	237	110	chimp	0.0214747	0.984251	0
3342	237	110	human	0.00665893	0.992157	0
3343	237	110	orangutan	0.0342159	0.976281	0
3344	237	134	bonobo	0.104884	1.0	0
3345	237	134	chimp	0.106455	0.992157	0
3346	237	134	gorilla	0.0931945	0.984251	0
3347	237	134	human	0.0892847	0.992157	0
3348	237	134	orangutan	0.103855	0.992157	0
3349	237	136	bonobo	0.0219103	0.992157	0
3350	237	136	chimp	0.0234655	0.992157	0
3351	237	136	gorilla	0.0223618	0.984251	0
3352	237	136	human	0.0240652	0.992157	0
3353	237	136	orangutan	0.0218029	0.992157	0
3354	237	164	bonobo	0.0703997	0.992157	0
3355	237	164	chimp	0.0693248	0.976281	0
3356	237	164	gorilla	0.0706764	0.992157	0
3357	237	164	human	0.0517709	0.984251	0
3358	237	162	bonobo	0.0521697	0.992157	0
3359	237	162	chimp	0.172434	0.992157	0
3360	237	162	gibbon	0.126938	0.992157	0
3361	237	162	human	0.0610476	0.984251	0
3362	237	162	orangutan	0.0497283	0.992157	0
3363	237	184	bonobo	0.106733	0.992157	0
3364	237	184	chimp	0.105748	0.992157	0
3365	237	184	gibbon	0.0907042	0.992157	0
3366	237	184	gorilla	0.092198	1.0	0
3367	237	184	human	0.0890417	1.0	0
3368	237	184	orangutan	0.0984796	1.0	0
3369	237	186	bonobo	0.101386	0.992157	0
3370	237	186	chimp	0.100735	0.992157	0
3371	237	186	human	0.0860068	1.0	0
3372	237	186	orangutan	0.0968213	1.0	0
3373	237	337	chimp	0.111308	0.992157	0
3374	237	373	chimp	0.0286925	1.0	0
3375	237	413	chimp	0.0316732	0.992157	0
3376	237	526	chimp	0.044411	1.0	0
3377	237	526	gorilla	0.0336733	1.0	0
3378	237	526	human	0.0254998	1.0	0
3379	237	526	orangutan	0.0465591	0.984251	0
3380	237	579	chimp	0.0405234	0.984251	0
3381	237	198	gibbon	0.100882	0.992157	0
3382	237	203	gibbon	0.0285686	0.992157	0
3383	237	219	gibbon	0.0409018	0.984251	0
3384	237	239	gibbon	0.21665	0.960143	0
3385	237	266	gibbon	0.0245877	1.0	0
3386	237	289	gibbon	0.0972594	1.0	0
3387	237	291	gibbon	0.114682	0.992157	0
3388	237	315	gibbon	0.0563799	0.976281	0
3389	237	353	gibbon	0.055356	0.984251	0
3390	237	362	gibbon	0.0412696	0.992157	0
3391	237	362	orangutan	0.0653665	0.976281	0
3392	237	367	gibbon	0.0743935	0.976281	0
3393	237	381	gibbon	0.0359339	0.976281	0
3394	237	399	gibbon	0.0697303	0.992157	0
3395	237	411	gibbon	0.0805314	1.0	0
3396	237	475	gibbon	0.0449235	1.0	0
3397	237	480	gibbon	0.0497587	0.992157	0
3398	237	489	gibbon	0.103636	1.0	0
3399	237	539	gibbon	0.0900568	0.992157	0
3400	237	69	gibbon	0.057654	0.992157	0
3401	237	67	gibbon	0.0894016	0.976281	0
3402	237	67	gorilla	0.0943089	1.0	0
3403	237	6	gibbon	0.075385	0.992157	0
3404	237	111	gibbon	0.0719142	0.984251	0
3405	237	109	gibbon	0.0312485	0.984251	0
3406	237	8	gibbon	0.0541453	0.984251	0
3407	237	121	gibbon	0.0750398	0.992157	0
3408	237	135	gibbon	0.148281	0.956767	0
3409	237	137	gibbon	0.0347212	0.976281	0
3410	237	140	gibbon	0.0505619	0.976281	0
3411	237	145	gibbon	0.0726987	0.960143	0
3412	237	175	gibbon	0.0755456	0.984251	0
3413	237	17	gibbon	0.0808384	0.992157	0
3414	237	204	gorilla	0.0505716	0.980958	0
3415	237	204	human	0.0307855	0.992157	0
3416	237	324	gorilla	0.274995	0.984251	0
3417	237	343	gorilla	0.0713098	0.984251	0
3418	237	437	gorilla	0.0251261	0.976281	0
3419	237	493	gorilla	0.022723	0.976281	0
3420	237	494	gorilla	0.0493213	0.968246	0
3421	237	494	human	0.0394266	0.992157	0
3422	237	494	orangutan	0.0492903	0.984251	0
3423	237	557	gorilla	0.0709156	1.0	0
3424	237	557	orangutan	0.0774408	1.0	0
3425	237	163	gorilla	0.038667	0.976281	0
3426	237	197	gorilla	0.112144	0.984251	0
3427	237	282	human	0.0756314	1.0	0
3428	237	205	orangutan	0.0725534	1.0	0
3429	237	317	orangutan	0.0764725	0.992157	0
3430	237	329	orangutan	0.0336072	0.984251	0
3431	237	351	orangutan	0.0328162	0.992157	0
3432	237	393	orangutan	0.0668169	0.992157	0
3433	239	202	bonobo	0.0363926	0.984251	0
3434	239	202	chimp	0.0364933	1.0	0
3435	239	202	gorilla	0.0358697	0.984251	0
3436	239	202	human	0.0399495	0.976281	0
3437	239	202	orangutan	0.0392471	0.992157	0
3438	239	206	bonobo	0.0150437	1.0	0
3439	239	206	chimp	0.0152735	0.992157	0
3440	239	216	bonobo	0.0259358	0.992157	0
3441	239	216	chimp	0.0273764	0.984251	0
3442	239	216	gorilla	0.0314261	1.0	0
3443	239	216	human	0.0286773	0.984251	0
3444	239	216	orangutan	0.0422259	1.0	0
3445	239	218	bonobo	0.0626133	0.984251	0
3446	239	218	chimp	0.0298301	0.992157	0
3447	239	218	gorilla	0.0335055	0.984251	0
3448	239	218	human	0.0407381	1.0	0
3449	239	218	orangutan	0.0348882	1.0	0
3450	239	236	bonobo	0.0325613	1.0	0
3451	239	236	chimp	0.0356933	0.984251	0
3452	239	236	gorilla	0.0361771	1.0	0
3453	239	236	human	0.0381092	0.992157	0
3454	239	236	orangutan	0.035346	0.992157	0
3455	239	280	bonobo	0.0229551	1.0	0
3456	239	280	chimp	0.0208408	1.0	0
3457	239	280	human	0.0167426	1.0	0
3458	239	280	orangutan	0.0238554	1.0	0
3459	239	287	bonobo	0.0214813	1.0	0
3460	239	287	chimp	0.0220197	1.0	0
3461	239	287	gorilla	0.0228743	0.992157	0
3462	239	287	orangutan	0.0250926	0.992157	0
3463	239	288	bonobo	0.0744037	0.992157	0
3464	239	288	chimp	0.0751705	0.992157	0
3465	239	288	gorilla	0.0774605	1.0	0
3466	239	288	human	0.0772524	0.992157	0
3467	239	288	orangutan	0.0737964	0.992157	0
3468	239	290	bonobo	0.0551347	0.992157	0
3469	239	290	chimp	0.0669482	1.0	0
3470	239	290	gorilla	0.0291651	1.0	0
3471	239	290	human	0.0660339	1.0	0
3472	239	290	orangutan	0.0594939	1.0	0
3473	239	314	bonobo	0.0360313	0.984251	0
3474	239	314	chimp	0.0366273	0.992157	0
3475	239	314	gorilla	0.0369956	0.976281	0
3476	239	314	human	0.0359613	0.992157	0
3477	239	314	orangutan	0.0412876	0.984251	0
3478	239	316	bonobo	0.0360832	0.992157	0
3479	239	316	chimp	0.0370669	1.0	0
3480	239	316	human	0.03709	0.984251	0
3481	239	325	bonobo	0.030521	1.0	0
3482	239	346	bonobo	0.0463514	0.960143	0
3483	239	346	chimp	0.0459963	0.984251	0
3484	239	346	gorilla	0.0512384	0.992157	0
3485	239	360	bonobo	0.298406	0.984251	0
3486	239	360	gorilla	0.0574628	1.0	0
3487	239	360	human	0.0285218	1.0	0
3488	239	358	bonobo	0.0522288	0.992157	0
3489	239	358	chimp	0.0550559	0.984251	0
3490	239	358	gorilla	0.0561651	1.0	0
3491	239	358	human	0.0565114	1.0	0
3492	239	358	orangutan	0.0558731	0.984251	0
3493	239	366	bonobo	0.0419755	1.0	0
3494	239	366	chimp	0.0475734	0.984251	0
3495	239	366	gorilla	0.0449	1.0	0
3496	239	366	human	0.177295	1.0	0
3497	239	366	orangutan	0.0481862	0.984251	0
3498	239	368	bonobo	0.0479524	1.0	0
3499	239	368	chimp	0.0484442	1.0	0
3500	239	368	gorilla	0.0464886	0.992157	0
3501	239	368	human	0.045749	1.0	0
3502	239	368	orangutan	0.0486552	0.992157	0
3503	239	370	bonobo	0.0182804	1.0	0
3504	239	370	gorilla	0.0666343	1.0	0
3505	239	370	human	0.025658	1.0	0
3506	239	370	orangutan	0.0283023	0.992157	0
3507	239	380	bonobo	0.0212402	0.984251	0
3508	239	380	chimp	0.0207167	0.984251	0
3509	239	380	gorilla	0.0222387	0.976281	0
3510	239	380	human	0.0225051	0.976281	0
3511	239	380	orangutan	0.0241447	0.992157	0
3512	239	382	bonobo	0.056698	0.976281	0
3513	239	382	chimp	0.100498	1.0	0
3514	239	382	gorilla	0.0582956	1.0	0
3515	239	382	human	0.059713	0.984251	0
3516	239	0	bonobo	0.0785317	0.992157	0
3517	239	0	chimp	0.0686025	1.0	0
3518	239	0	gorilla	0.0577917	0.992157	0
3519	239	0	human	0.0764486	1.0	0
3520	239	408	bonobo	0.0882667	1.0	0
3521	239	408	chimp	0.0895723	1.0	0
3522	239	408	gorilla	0.0890098	1.0	0
3523	239	408	human	0.0898657	0.992157	0
3524	239	408	orangutan	0.0892869	0.992157	0
3525	239	410	bonobo	0.0521721	1.0	0
3526	239	410	gorilla	0.059799	0.976281	0
3527	239	410	human	0.0586425	0.976281	0
3528	239	410	orangutan	0.0598082	0.984251	0
3529	239	434	bonobo	0.0441592	0.984251	0
3530	239	434	chimp	0.0428364	0.984251	0
3531	239	434	gorilla	0.0402596	1.0	0
3532	239	434	human	0.0405472	0.992157	0
3533	239	434	orangutan	0.0401395	0.984251	0
3534	239	436	bonobo	0.0251588	1.0	0
3535	239	436	chimp	0.0231624	0.980958	0
3536	239	436	human	0.0332747	1.0	0
3537	239	436	orangutan	0.0298661	0.992157	0
3538	239	474	bonobo	0.0269074	1.0	0
3539	239	474	chimp	0.0258691	0.984251	0
3540	239	474	gorilla	0.0250103	0.984251	0
3541	239	474	human	0.0281002	0.992157	0
3542	239	474	orangutan	0.0290572	0.992157	0
3543	239	476	bonobo	0.0190789	0.984251	0
3544	239	476	chimp	0.0209588	1.0	0
3545	239	476	gorilla	0.0318796	1.0	0
3546	239	476	human	0.0291329	1.0	0
3547	239	476	orangutan	0.0249803	0.984251	0
3548	239	492	bonobo	0.0517911	1.0	0
3549	239	492	chimp	0.0491962	0.98889	0
3550	239	492	human	0.0493275	0.992157	0
3551	239	492	orangutan	0.0479265	0.992157	0
3552	239	495	bonobo	0.0368102	0.968246	0
3553	239	495	chimp	0.0367656	0.976281	0
3554	239	524	bonobo	0.0550367	0.992157	0
3555	239	524	chimp	0.055468	0.992157	0
3556	239	524	gorilla	0.0644787	0.992157	0
3557	239	524	human	0.063852	1.0	0
3558	239	524	orangutan	0.0618053	1.0	0
3559	239	527	bonobo	0.0254485	1.0	0
3560	239	546	bonobo	0.0435623	1.0	0
3561	239	546	chimp	0.0800039	1.0	0
3562	239	546	human	0.0442026	0.976281	0
3563	239	544	bonobo	0.037518	1.0	0
3564	239	544	chimp	0.0385554	1.0	0
3565	239	544	gorilla	0.0390638	0.992157	0
3566	239	544	human	0.0392659	1.0	0
3567	239	544	orangutan	0.039136	0.976281	0
3568	239	566	bonobo	0.0696536	1.0	0
3569	239	566	chimp	0.0714133	0.992157	0
3570	239	566	gorilla	0.0680145	0.992157	0
3571	239	566	human	0.0716212	0.992157	0
3572	239	566	orangutan	0.0724115	1.0	0
3573	239	568	bonobo	0.057248	1.0	0
3574	239	568	chimp	0.026254	0.984251	0
3575	239	568	gorilla	0.0421957	0.984251	0
3576	239	568	human	0.0284561	0.984251	0
3577	239	568	orangutan	0.028669	1.0	0
3578	239	578	bonobo	0.030676	1.0	0
3579	239	578	gorilla	0.112549	0.984251	0
3580	239	578	human	0.0159541	0.984251	0
3581	239	578	orangutan	0.010215	0.992157	0
3582	239	66	bonobo	0.0682629	1.0	0
3583	239	66	chimp	0.0679067	1.0	0
3584	239	66	human	0.0699219	0.992157	0
3585	239	68	bonobo	0.0420318	0.992157	0
3586	239	68	chimp	0.0420407	1.0	0
3587	239	68	gorilla	0.044858	0.984251	0
3588	239	68	human	0.0420242	0.992157	0
3589	239	68	orangutan	0.041007	0.984251	0
3590	239	108	bonobo	0.0160602	0.984251	0
3591	239	108	chimp	0.0144368	1.0	0
3592	239	108	gorilla	0.015687	0.976281	0
3593	239	108	human	0.0152642	0.992157	0
3594	239	108	orangutan	0.0154279	0.984251	0
3595	239	110	bonobo	0.142962	0.992157	0
3596	239	110	chimp	0.020935	1.0	0
3597	239	110	human	0.0313342	1.0	0
3598	239	110	orangutan	0.0638101	0.984251	0
3599	239	134	bonobo	0.0807977	0.984251	0
3600	239	134	chimp	0.0815908	0.976281	0
3601	239	134	gorilla	0.0826683	0.984251	0
3602	239	134	human	0.08006	1.0	0
3603	239	134	orangutan	0.0814796	1.0	0
3604	239	136	bonobo	0.0226307	1.0	0
3605	239	136	chimp	0.0210995	0.984251	0
3606	239	136	gorilla	0.0204155	0.976281	0
3607	239	136	human	0.0185675	0.992157	0
3608	239	136	orangutan	0.0153576	0.984251	0
3609	239	164	bonobo	0.0448191	0.984251	0
3610	239	164	chimp	0.0451423	0.976281	0
3611	239	164	gorilla	0.0602478	1.0	0
3612	239	164	human	0.0442287	1.0	0
3613	239	162	bonobo	0.0882875	0.992157	0
3614	239	162	chimp	0.193687	0.992157	0
3615	239	162	human	0.0787341	0.992157	0
3616	239	162	orangutan	0.0771538	1.0	0
3617	239	184	bonobo	0.0795909	1.0	0
3618	239	184	chimp	0.0805037	0.992157	0
3619	239	184	gorilla	0.0816949	0.992157	0
3620	239	184	human	0.0803167	0.992157	0
3621	239	184	orangutan	0.0800122	1.0	0
3622	239	186	bonobo	0.0729377	0.984251	0
3623	239	186	chimp	0.0741475	0.992157	0
3624	239	186	human	0.0765563	0.992157	0
